DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,30X9.50,,R15LT,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,31X10.50,,R15LT,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,32X11.50,,R15LT,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,33X12.50,,R15LT,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,35X12.50,,R15LT,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,35X12.50,,R18LT,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT265,70,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT305,70,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT265,70,R17,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT285,70,R17,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT295,70,R17,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT225,75,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT245,75,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT265,75,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT285,75,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT315,75,R16,,,,,,,,
DISCOVERER STT,DISCOVERER STT,/image/img03.jpg,Discoverer STT外观粗狂坚实，是越野车型的理想选择。Discoverer STT可为你提供强劲的核心牵引力。深胎肩花纹和独特的大块花纹设计给你提供超乎寻常的强大抓地力。,/stt_detail.htm,LT235,85,R16,,,,,,,,
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,LT265,70,R17,LT265/70R17,LT265,70,R17,,,,
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,LT285,70,R17,LT285/70R17,LT285,70,R17,,,,
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,LT225,75,R16,LT225/75R16,LT225,75,R16,,,,
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,LT245,75,R16,LT245/75R16,LT245,75,R16,,,,
DISCOVERER S/T-MAXX,DISCOVERER STMAXX,/image/img032.jpg,Discoverer STMAXX 特有的 Armor-Tek3 盔甲科技与两重排石功能，带来更强大的动力与抓地力，让您从容迎战各种极端路况。,/stmaxx_detail.htm,LT265,75,R16,LT265/75R16,LT265,75,R16,,,,
